"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"73","SCHOOL ST + HOUGHTAI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1116","PALI HWY + VINEYARD","83","7","0","26","116","83","7","0","26","116","78","7","0","32","116"
"70","SCHOOL ST + 1002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","LILIHA ST + PANUI ST","4","0","0","0","4","4","0","0","0","4","4","0","0","0","4"
"3576","KALIHI ST + PALANEHE","5","0","0","0","5","5","0","0","0","5","5","0","0","0","5"
"385","NUUANU AVE + KUAKINI","7","0","0","0","7","7","0","0","0","7","0","0","0","0","0"
"1603","LIKELIKE HWY + SCHOO","830","52","0","321","1204","830","52","0","321","1204","844","41","0","608","1493"
"119","LILIHA ST + KELLETT","80","0","0","0","80","80","0","0","0","80","23","0","0","0","23"
"79","SCHOOL ST + KAMEHAME","41","0","0","0","41","41","0","0","0","41","49","0","0","0","49"
"3577","KALIHI ST + LAUMAILE","9","0","0","0","9","9","0","0","0","9","10","0","0","0","10"
"179","SCHOOL ST + OLD PALA","52","0","0","0","52","52","0","0","0","52","26","0","0","0","26"
"173","SCHOOL ST + KAPALAMA","146","0","0","0","146","146","0","0","0","146","150","0","0","0","150"
"120","LILIHA ST  + HOLOKAH","75","0","0","9","84","75","0","0","9","84","33","0","0","9","42"
"4152","KALENA DR + ALU ST","25","0","0","0","25","25","0","0","0","25","27","0","0","0","27"
"113","LILIHA ST + OPP HALA","27","0","0","0","27","27","0","0","0","27","37","0","0","0","37"
"177","SCHOOL ST + 1015","118","0","0","0","118","118","0","0","0","118","87","0","0","0","87"
"166","MIDDLE ST + OPP NOTL","9","0","0","0","9","9","0","0","0","9","9","0","0","14","23"
"175","SCHOOL ST + OPP AUPU","4","0","0","0","4","4","0","0","0","4","3","0","0","0","3"
"174","SCHOOL ST + HOUGHTAI","169","0","0","0","169","169","0","0","0","169","154","0","0","0","154"
"386","NUUANU AVE + OPP ILI","141","0","0","0","141","141","0","0","0","141","116","0","0","0","116"
"170","SCHOOL ST + MARTIN S","196","0","0","0","196","196","0","0","0","196","189","0","0","0","189"
"118","LILIHA ST + KUAKINI","6","0","0","0","6","6","0","0","0","6","6","0","0","0","6"
"176","SCHOOL ST + KOKEA ST","284","0","0","0","284","284","0","0","0","284","129","0","0","0","129"
"165","MIDDLE ST + KAHAUIKI","328","0","0","0","328","328","0","0","0","328","231","0","0","0","231"
"171","SCHOOL ST + LEILANI","217","0","0","27","244","217","0","0","27","244","189","0","0","25","214"
"75","SCHOOL ST + LIKELIKE","0","7","0","24","31","0","7","0","24","31","1","7","0","21","30"
"178","SCHOOL ST + LANAKILA","67","0","0","0","67","67","0","0","0","67","22","0","0","0","22"
"169","SCHOOL ST + LINAPUNI","83","0","0","0","83","83","0","0","0","83","87","0","0","0","87"
"172","SCHOOL ST + LIKELIKE","36","4","0","13","54","36","4","0","13","54","46","6","0","0","52"
"1589","LIKELIKE HWY + SCHOO","47","2","0","115","164","47","2","0","115","164","62","2","0","105","169"
"1411","SCHOOL ST + KAMEHAME","252","5","0","22","280","252","5","0","22","280","262","4","0","26","291"
"3538","MOKAUEA ST + KAUMUAL","4","0","0","0","4","4","0","0","0","4","2","0","0","0","2"
"3587","KALIHI ST + HART ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","N BERETANIA ST + OPP","5","0","0","0","5","5","0","0","0","5","33","0","0","0","34"
"903","NIMITZ HWY + PACIFIC","92","0","0","0","92","92","0","0","0","92","96","0","0","0","96"
"907","NIMITZ HWY + OPP LIB","2","0","0","0","2","2","0","0","0","2","3","0","0","0","3"
"3540","MOKAUEA ST + KALANI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3990","AUIKI ST + OPP PUUHA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3993","KALIHI ST + REPUBLIC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"906","NIMITZ HWY + WAIAKAM","25","0","0","0","25","25","0","0","0","25","11","0","0","0","11"
"3543","KALIHI ST + COLBURN","14","0","0","0","14","14","0","0","0","14","14","0","0","0","14"
"3586","KALIHI ST + HAU ST","18","0","0","0","18","18","0","0","0","18","5","0","0","0","5"
"3989","SAND ISLAND ACCESS R","25","0","0","0","25","25","0","0","0","25","10","0","0","0","10"
"902","PACIFIC ST + IWILEI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3916","HOUGHTAILING ST + N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"942","NIMITZ HWY + WAIAKAM","16","0","0","0","16","16","0","0","0","16","10","0","0","0","10"
"3991","AUIKI ST + OPP MOKAU","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3"
"905","NIMITZ HWY + OPP PIE","9","0","0","0","9","9","0","0","0","9","6","0","0","0","6"
"3537","MOKAUEA ST + KAHANU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3992","KALIHI ST + SILVA ST","6","0","0","0","6","6","0","0","0","6","6","0","0","0","6"
"909","NIMITZ HWY + MOKAUEA","10","0","0","5","15","10","0","0","5","15","0","0","0","6","6"
"946","PACIFIC ST + IWILEI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"910","NIMITZ HWY + PUUHALE","136","0","0","9","145","136","0","0","9","145","72","0","0","2","74"
"3590","MOKAUEA ST + AHUULA","25","0","0","0","25","25","0","0","0","25","25","0","0","0","25"
"3541","MOKAUEA ST + NIMITZ","15","0","0","13","28","15","0","0","13","28","15","0","0","14","29"
"3589","MOKAUEA ST + COLBURN","20","0","0","7","26","20","0","0","7","26","20","0","0","4","24"
"901","IWILEI RD + PACIFIC","142","0","0","0","142","142","0","0","0","142","111","0","0","0","111"
"3539","MOKAUEA ST + DILLING","18","0","0","12","30","18","0","0","12","30","18","0","0","10","28"
"742","VINEYARD BL + LILIHA","205","0","0","26","232","205","0","0","26","232","150","0","0","19","169"
"904","NIMITZ HWY + ALAKAWA","75","0","0","0","75","75","0","0","0","75","60","0","0","0","60"
"911","NIMITZ HWY + OPP SAN","12","0","0","25","37","12","0","0","25","37","12","0","0","27","39"
"3162","N KING ST + OPP HAKA","64","0","0","0","64","64","0","0","0","64","54","0","0","0","54"
"900","IWILEI RD + SUMNER S","71","0","0","0","71","71","0","0","0","71","64","0","0","0","64"
"938","IWILEI RD + N KING S","16","0","0","29","45","16","0","0","29","45","13","0","0","24","37"
"945","PACIFIC ST + NIMITZ","62","0","0","0","62","62","0","0","0","62","63","0","0","0","63"
"3585","KALIHI ST + DILLINGH","95","0","0","56","151","95","0","0","56","151","81","0","0","318","399"
"3542","KALIHI ST + HART ST","5","0","0","0","5","5","0","0","0","5","2","0","0","0","2"
"1282","ALA MOANA BL + OPP P","33","0","0","0","33","33","0","0","0","33","34","0","0","1","36"
"68","SCHOOL ST + ALANEO S","166","0","0","0","166","166","0","0","0","166","141","0","0","0","141"
"899","IWILEI RD + KUWILI S","6","0","0","3","10","6","0","0","3","10","6","0","0","3","10"
"949","IWILEI RD + KUWILI S","2","0","0","0","3","2","0","0","0","3","0","0","0","0","0"
"3161","N KING ST + HOUGHTAI","47","0","0","0","47","47","0","0","0","47","47","0","0","0","47"
"3584","KALIHI ST + ASHFORD","142","0","0","11","153","142","0","0","11","153","113","0","0","6","119"
"3988","SAND ISLAND ACCESS R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4165","NIMITZ HWY + OPP ALA","12","0","0","0","12","12","0","0","0","12","16","0","0","0","16"
"3588","MOKAUEA ST + HART ST","24","0","0","0","24","24","0","0","0","24","13","0","0","0","13"
"908","NIMITZ HWY + KALIHI","30","0","0","33","64","30","0","0","33","64","29","1","0","33","63"
"943","NIMITZ HWY + PIER 36","5","0","0","0","5","5","0","0","0","5","5","0","0","0","5"
"3163","N KING ST + OPP MOKA","17","0","0","0","17","17","0","0","0","17","15","0","0","0","15"
"451","KAMEHAMEHA HWY + LAU","129","0","0","48","178","129","0","0","48","178","83","0","0","34","118"
"3591","MOKAUEA ST + N KING","3","0","0","0","3","3","0","0","0","3","1","0","0","0","1"
"3158","N KING ST + PUA LN","26","0","0","0","26","26","0","0","0","26","7","0","0","0","7"
"3583","KALIHI ST + N KING S","66","0","0","175","242","66","0","0","175","242","103","0","0","72","175"
"939","NIMITZ HWY + PUUHALE","63","0","0","0","63","63","0","0","0","63","37","0","0","0","37"
"940","NIMITZ HWY + MOKAUEA","28","0","0","8","35","28","0","0","8","35","21","0","0","8","29"
"180","SCHOOL ST + MOMOLIO","380","0","0","2","382","380","0","0","2","382","281","0","0","3","285"
"3545","KALIHI ST + OPP ASHF","21","0","0","0","21","21","0","0","0","21","19","0","0","0","19"
"587","DILLINGHAM BL + KOKE","42","0","0","0","42","42","0","0","0","42","47","0","0","0","47"
"442","DILLINGHAM BL + AKEP","79","0","0","0","79","79","0","0","0","79","44","0","0","0","44"
"55","LILIHA ST + SCHOOL S","46","0","0","0","46","46","0","0","0","46","11","0","0","0","11"
"975","NIMITZ HWY + SAND IS","58","2","0","0","60","58","2","0","0","60","16","1","0","0","17"
"580","KAMEHAMEHA HWY + OPP","235","0","0","60","295","235","0","0","60","295","242","0","0","49","291"
"452","KAMEHAMEHA HWY + 230","82","1","0","13","96","82","1","0","13","96","72","1","0","0","73"
"995","N KING ST + KOKEA ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1281","ALOHA TOWER","96","0","0","0","96","96","0","0","0","96","61","0","0","11","72"
"948","IWILEI RD + SUMNER S","120","0","0","0","120","120","0","0","0","120","96","0","0","0","96"
"3063","N KING ST + WAIAKAMI","12","0","0","0","12","12","0","0","0","12","11","0","0","0","11"
"895","ALA MOANA BL + PUNCH","32","0","0","0","32","32","0","0","0","32","27","0","0","1","29"
"589","DILLINGHAM BL + OPP","176","0","0","25","201","176","0","0","25","201","84","0","0","4","88"
"941","NIMITZ HWY + KALIHI","130","0","0","15","145","130","0","0","15","145","71","0","0","15","86"
"3536","MOKAUEA ST + N KING","7","0","0","0","7","7","0","0","0","7","5","0","0","3","9"
"444","DILLINGHAM BL + KOKE","19","0","0","0","19","19","0","0","0","19","24","0","0","0","24"
"1020","N KING ST + OPP UMI","342","0","0","14","357","342","0","0","14","357","325","0","0","20","344"
"591","N KING ST + N BERETA","146","0","0","454","600","146","0","0","454","600","163","0","0","253","416"
"3062","N KING ST + HAKA DR","100","0","0","11","111","100","0","0","11","111","88","0","0","6","94"
"449","DILLINGHAM BL + MOKA","180","0","0","17","197","180","0","0","17","197","174","0","0","31","205"
"54","LILIHA ST + VINEYARD","39","0","0","3","41","39","0","0","3","41","92","0","0","26","118"
"989","N KING ST + KALIHI S","231","0","0","94","325","231","0","0","94","325","197","0","0","43","240"
"590","DILLINGHAM BL + N KI","135","1","0","23","159","135","1","0","23","159","222","3","0","104","328"
"740","VINEYARD BL + PALAMA","671","1","0","82","754","671","1","0","82","754","1300","3","0","61","1364"
"947","IWILEI RD + PACIFIC","181","0","0","0","181","181","0","0","0","181","82","0","0","0","82"
"951","ALA MOANA BL + OPP S","175","0","0","0","175","175","0","0","0","175","159","0","0","1","160"
"3160","N KING ST + KOHOU ST","145","0","0","0","145","145","0","0","0","145","130","0","0","0","130"
"3065","N KING ST + HIKINA L","52","0","0","0","52","52","0","0","0","52","36","0","0","0","36"
"894","ALA MOANA BL + SOUTH","99","0","0","0","99","99","0","0","0","99","94","0","0","1","95"
"579","KAMEHAMEHA HWY + OPP","187","17","0","53","257","187","17","0","53","257","382","35","0","541","958"
"1018","KING / PALAMA","506","0","0","2","508","506","0","0","2","508","370","0","0","2","372"
"447","DILLINGHAM BL + MCNE","380","0","0","0","380","380","0","0","0","380","299","0","0","0","299"
"446","DILLINGHAM BL + WAIA","136","0","0","0","137","136","0","0","0","137","323","0","0","0","323"
"739","VINEYARD BL + PALAMA","239","4","0","42","286","239","4","0","42","286","378","4","0","58","440"
"586","DILLINGHAM BL + KOHO","112","0","0","0","112","112","0","0","0","112","87","0","0","12","99"
"741","VINEYARD BL + PUA LN","228","0","0","100","328","228","0","0","100","328","731","1","0","291","1023"
"3544","KALIHI ST + DILLINGH","30","1","0","57","87","30","1","0","57","87","27","0","0","40","68"
"450","KAMEHAMEHA HWY + PUU","237","1","0","58","296","237","1","0","58","296","410","0","0","13","423"
"582","DILLINGHAM BL + MOKA","141","0","0","70","211","141","0","0","70","211","110","0","0","80","190"
"3546","KALIHI ST + N KING S","11","0","0","42","53","11","0","0","42","53","6","0","0","19","25"
"738","VINEYARD BL + LILIHA","160","2","0","7","169","160","2","0","7","169","245","3","0","11","259"
"448","DILLINGHAM BL + KALI","68","0","0","66","134","68","0","0","66","134","95","0","0","53","148"
"581","DILLINGHAM BL + PUUH","465","1","0","69","535","465","1","0","69","535","775","9","0","61","845"
"1025","N KING ST + UMI ST","518","16","0","17","552","518","16","0","17","552","404","8","0","17","430"
"4257","DILLINGHAM BL + OPP","433","0","0","0","433","433","0","0","0","433","601","1","0","0","602"
"990","N KING ST + GULICK A","134","0","0","0","134","134","0","0","0","134","106","0","0","0","106"
"3064","N KING ST + KOHOU ST","307","0","0","0","307","307","0","0","0","307","137","0","0","0","137"
"67","SCHOOL ST + LILIHA S","149","0","0","9","158","149","0","0","9","158","142","0","0","9","150"
"3061","N KING ST + MOKAUEA","55","0","0","0","55","55","0","0","0","55","49","0","0","0","49"
"440","N BERETANIA ST + N K","26","0","0","38","64","26","0","0","38","64","33","0","0","45","79"
"584","DILLINGHAM BL + MCNE","348","0","0","3","352","348","0","0","3","352","265","0","0","0","265"
"122","LILIHA ST + VINEYARD","85","0","0","7","92","85","0","0","7","92","30","0","0","11","42"
"585","DILLINGHAM BL + WAIA","372","1","0","0","373","372","1","0","0","373","676","3","0","877","1557"
"121","LILIHA ST + SCHOOL S","221","1","0","0","222","221","1","0","0","222","119","0","0","0","119"
"52","N KING ST + N BERETA","163","9","0","94","266","163","9","0","94","266","237","18","0","104","359"
"1027","N KING ST + OPP PALA","542","0","0","0","542","542","0","0","0","542","222","0","0","0","222"
"583","DILLINGHAM BL + KALI","249","0","0","135","384","249","0","0","135","384","572","6","0","334","913"
"987","N KING ST + LILIHA S","197","0","0","7","205","197","0","0","7","205","122","0","0","11","133"
"996","N KING ST + DILLINGH","236","1","0","0","237","236","1","0","0","237","215","0","0","178","394"
"994","N KING ST + KALIHI S","483","9","0","155","647","483","9","0","155","647","294","3","0","57","354"
"453","KAMEHAMEHA HWY + MID","71","12","0","221","305","71","12","0","221","305","211","11","0","260","483"
"4253","DILLINGHAM BL + ALAK","954","0","0","28","983","954","0","0","28","983","1296","1","0","55","1352"
"124","N KING ST + N BERETA","256","36","0","45","338","256","36","0","45","338","342","20","0","835","1196"
"123","LILIHA ST + N KING S","438","5","0","238","680","438","5","0","238","680","594","5","0","1062","1661"
"53","LILIHA ST + N KING S","207","1","0","281","489","207","1","0","281","489","130","1","0","223","354"
"441","DILLINGHAM BL + N KI","78","1","0","3","82","78","1","0","3","82","96","0","0","22","118"
"993","N KING ST + GULICK A","200","1","0","0","200","200","1","0","0","200","117","0","0","6","123"
"4523","KALIHI TRANSIT CENTE","465","21","0","367","852","465","21","0","367","852","395","23","0","721","1138"
"3353","NORTH RD + OPP BOLE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3354","NORTH RD + OPP SHANE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3355","NORTH RD + OPP KUAHU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3359","NORTH RD + BOLE ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3364","CENTRAL AVE + LONG S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3371","CENTRAL AVE + LAKE E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3373","CENTRAL AVE + FULLER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3375","CLUB RD + SAFEGUARD","10","0","0","0","10","10","0","0","0","10","10","0","0","0","10"
"4277","NORTH RD + PEARL HAR","25","0","0","0","25","25","0","0","0","25","36","0","0","0","36"
"4359","RADFORD DR + OPP CEN","26","3","0","10","39","26","3","0","10","39","10","1","0","8","20"
"919","ELLIOTT ST + OPP AOK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"921","KUNTZ AVE + HALEHAKA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924","KUNTZ AVE + OPP MCCL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"927","VICKERS AVE + FOX AV","4","0","0","0","4","4","0","0","0","4","2","0","0","0","2"
"928","VICKERS AVE + OPP G","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"930","VICKERS AVE + ATTERB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"957","MAMIYA AVE + OMALLEY","42","0","0","0","42","42","0","0","0","42","43","0","0","0","43"
"3348","CENTER DR + MAIN ST","0","0","0","3","3","0","0","0","3","3","0","0","0","3","3"
"3357","NORTH RD + KUAHUA AV","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3372","CENTRAL AVE + OPP PO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3374","SAFEGUARD ST + CENTR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3376","PEARL HARBOR BL + WI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"476","KAMEHAMEHA HWY + HAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"922","KUNTZ AVE + OPP WEST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"923","KUNTZ AVE + OPP MCCH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"925","VANDENBERG BL + FREE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"926","FOX BL + 16TH AVE","34","0","0","0","34","34","0","0","0","34","30","0","0","0","30"
"929","VICKERS AVE + SCOTT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"958","F ST + VICKERS AVE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"969","ELLIOTT ST + FEDERAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"976","HICKAM AFB MAIN GATE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3361","PEARL HARBOR BL + OP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3377","PEARL HARBOR BL + FR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4500","NORTH RD + OPP MAKAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"918","ELLIOTT ST + OPP FED","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"967","KUNTZ AVE + HALEHAKA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"974","NIMITZ HWY + KEEHI L","10","0","0","0","10","10","0","0","0","10","10","0","0","0","10"
"3358","NORTH RD + SHANE ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"931","B ST + VICKERS ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3356","FLEET AND INDUSTRIAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3360","PEARL HARBOR BL + OP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4501","CENTRAL AVE + BUILDI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1420","KAMEHAMEHA HWY + WAI","94","0","0","0","94","94","0","0","0","94","83","0","0","0","83"
"4499","NECHES AVE + NORTH R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"961","VICKERS AVE + H ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"964","KUNTZ AVE + OPP HONO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4498","PEARL HARBOR HALAWA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4637","LAKE ERIE ST + CENTR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"960","VICKERS AVE + G ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"966","KUNTZ AVE + WESTOVER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3347","CENTER DR + CASEY ST","7","0","0","0","7","7","0","0","0","7","6","0","0","0","6"
"937","HICKAM AFB MAIN GATE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"968","HICKAM AFB KUNTZ GAT","3","0","0","0","3","3","0","0","0","3","13","0","0","0","13"
"3349","RADFORD DR + CENTER","0","0","0","12","12","0","0","0","12","12","3","0","0","8","11"
"474","KAMEHAMEHA HWY + CEN","43","0","0","36","80","43","0","0","36","80","38","0","0","102","141"
"963","VANDENBERG BL + FREE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"959","VICKERS AVE + OPP SC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3363","SAFEGUARD ST + CENTR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3608","PORT ROYAL ST + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"698","KAMEHAMEHA HWY + ARI","14","0","0","0","14","14","0","0","0","14","14","0","0","0","14"
"965","KUNTZ AVE + MCCHORD","3","0","0","0","3","3","0","0","0","3","3","0","0","0","3"
"4322","ARIZONA MEMORIAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3362","SAFEGUARD ST + CLUB","10","0","0","0","10","10","0","0","0","10","0","0","0","0","0"
"3365","CENTRAL AVE + PORT R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"700","KAMEHAMEHA HWY + CEN","76","4","0","142","223","76","4","0","142","223","64","3","0","162","228"
"3346","CENTER DR + NIMITZ H","85","0","0","0","85","85","0","0","0","85","100","0","0","0","100"
"920","HICKAM AFB KUNTZ GAT","22","0","0","0","22","22","0","0","0","22","6","0","0","0","6"
"934","AMC TERMINAL","125","0","0","0","125","125","0","0","0","125","129","0","0","0","129"
"917","ELLIOTT ST + NIMITZ","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1"
"962","FOX BL + OPP 15TH ST","11","0","0","0","11","11","0","0","0","11","13","0","0","0","13"
"708","NIMITZ HWY + OPP PEL","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"696","KAMEHAMEHA HWY + FOR","215","0","0","3","218","215","0","0","3","218","62","0","0","0","63"
"694","KAMEHAMEHA HWY + OPP","105","6","0","55","166","105","6","0","55","166","110","5","0","19","134"
"4606","NIMITZ HWY + KAHAUIK","8","0","0","0","8","8","0","0","0","8","8","0","0","0","8"
"690","KAMEHAMEHA HWY + OPP","85","0","0","19","104","85","0","0","19","104","50","3","0","16","70"
"479","KAMEHAMEHA HWY + SAL","265","2","0","4","270","265","2","0","4","270","124","1","0","452","576"
"478","KAMEHAMEHA HWY + KOH","32","0","0","0","32","32","0","0","0","32","10","0","0","0","10"
"689","KAMEHAMEHA HWY + HEK","124","2","0","0","125","124","2","0","0","125","90","1","0","1","92"
"703","NIMITZ HWY + AOLELE","135","0","0","2","137","135","0","0","2","137","144","0","0","22","167"
"477","KAMEHAMEHA HWY + KAL","44","0","0","0","45","44","0","0","0","45","29","0","0","0","29"
"699","KAMEHAMEHA HWY + OPP","85","23","0","163","271","85","23","0","163","271","95","9","0","157","261"
"475","KAMEHAMEHA HWY + RAD","100","2","0","2","104","100","2","0","2","104","95","0","0","2","97"
"701","NIMITZ HWY + VALKENB","42","2","0","4","47","42","2","0","4","47","72","2","0","0","73"
"912","RODGERS BL + NIMITZ","85","0","0","2","87","85","0","0","2","87","84","0","0","24","108"
"688","KAMEHAMEHA HWY + OPP","69","7","0","14","89","69","7","0","14","89","46","5","0","14","65"
"693","KAMEHAMEHA HWY + AIE","130","0","0","1","131","130","0","0","1","131","104","0","0","0","104"
"691","KAMEHAMEHA HWY + OPP","103","3","0","29","134","103","3","0","29","134","60","2","0","282","344"
"695","KAMEHAMEHA HWY + OPP","94","3","0","32","129","94","3","0","32","129","24","2","0","947","973"
"913","AIRPORT UPPER LEVEL","48","0","0","0","48","48","0","0","0","48","62","0","0","0","62"
"915","AIRPORT UPPER LEVEL","516","0","0","0","516","516","0","0","0","516","469","0","0","0","469"
"914","AIRPORT UPPER LEVEL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"697","KAMEHAMEHA HWY + ARI","84","1","0","0","84","84","1","0","0","84","10","0","0","0","10"
"2865","ALA MAHAMOE ST + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2866","ALA MAHAMOE ST + ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2867","ALA MAHAMOE ST + ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2868","ALA MAHAMOE ST + ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2869","ALA MAHAMOE ST + PIL","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"2870","ALA MAHAMOE ST + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2871","ALA MAHAMOE ST + HAK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2873","ALA MAHAMOE ST + AIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2874","ALA MAHAMOE ST + JAR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2884","KRUKOWSKI RD + OPP B","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2897","ALA MAHAMOE ST + UNU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2910","ALA NAPUNANI ST + AL","0","0","0","14","14","0","0","0","14","14","0","0","0","10","10"
"2913","ALA PUUMALU ST + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2928","ALIAMANU ST + AILA S","34","0","0","0","34","34","0","0","0","34","39","0","0","0","39"
"2934","MIKO ST + UKANA ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2941","SALT LAKE BL + OPP L","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2949","PUNIHI ST + PIIKEA S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32003","KALIHI FACILITY GARA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3742","ALA AOLANI ST + 1301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3743","ALA AOLANI ST + 1353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3745","ALA AOLANI ST + ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3748","ALA AOLANI ST + ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3750","ALA LANI ST + ALA KI","2","0","0","0","2","2","0","0","0","2","3","0","0","0","3"
"3756","ALA AOLANI ST + 1416","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3758","ALA AOLANI ST + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3759","ALA AOLANI ST + ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2831","LIKINI ST + 4613","6","0","0","0","6","6","0","0","0","6","0","0","0","0","0"
"2863","PUULOA RD + MOKUMOA","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"2872","ALA MAHAMOE ST + APO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2908","ALA PUUMALU ST + ALA","84","0","0","0","84","84","0","0","0","84","77","0","0","0","77"
"2915","ALA NAPUNANI ST + AL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2977","ALA LILIKOI ST + SAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
