Purpose,EntryPeriod,ReturnPeriod,Percent
3,6,13,0
3,6,14,0
3,6,15,0
3,6,16,0
3,6,17,0
3,6,18,0
3,6,19,0
3,6,20,0
3,6,21,0
3,6,22,0
3,6,23,0.006732613
3,6,24,0
3,6,25,0.001938538
3,6,26,0.004009481
3,6,27,0.007734424
3,6,28,0.001292969
3,6,29,0.001569816
3,6,30,0.000552035
3,6,31,0.002613394
3,6,32,0.001856145
3,6,33,0.00043235
3,6,34,0
3,6,35,0
3,6,36,0
3,6,37,0
3,6,38,0.000383451
3,6,39,0
3,6,40,0
3,6,41,0
3,6,42,0
3,6,43,0
3,6,44,0
3,6,45,0
3,6,46,0
3,6,47,0
3,6,48,0
3,7,1,0
3,7,2,0
3,7,3,0
3,7,4,0
3,7,5,0
3,7,6,0
3,7,7,0
3,7,8,0
3,7,9,0
3,7,10,0
3,7,11,0
3,7,12,0
3,7,13,0
3,7,14,0
3,7,15,0
3,7,16,0
3,7,17,0
3,7,18,0
3,7,19,0
3,7,20,0.000353112
3,7,21,0
3,7,22,0
3,7,23,0
3,7,24,0.008638091
3,7,25,0.003431086
3,7,26,0.008227342
3,7,27,0.00542654
3,7,28,0.004762715
3,7,29,0.006998902
3,7,30,0.005329634
3,7,31,0.001018659
3,7,32,0.000801883
3,7,33,0.002532044
3,7,34,0.003037199
3,7,35,0.001660691
3,7,36,0.00162098
3,7,37,0
3,7,38,0
3,7,39,0
3,7,40,0
3,7,41,0
3,7,42,0.001387471
3,7,43,0
3,7,44,0
3,7,45,0
3,7,46,0
3,7,47,0
3,7,48,0
3,8,1,0
3,8,2,0
3,8,3,0
3,8,4,0
3,8,5,0
3,8,6,0
3,8,7,0
3,8,8,0
3,8,9,0
3,8,10,0
3,8,11,0
3,8,12,0
3,8,13,0
3,8,14,0
3,8,15,0
3,8,16,0
3,8,17,0
3,8,18,0
3,8,19,0
3,8,20,0.000447144
3,8,21,0.000335576
3,8,22,0.001877257
3,8,23,0.054700391
3,8,24,0.01347528
3,8,25,0.015570571
3,8,26,0.015670144
3,8,27,0.01207545
3,8,28,0.006104208
3,8,29,0.008665603
3,8,30,0.009409714
3,8,31,0.004914883
3,8,32,0.010535867
3,8,33,0.004002424
3,8,34,0.00389017
3,8,35,0.001441553
3,8,36,0.003142718
3,8,37,0.002654268
3,8,38,0.000777297
3,8,39,0
3,8,40,0
3,8,41,0
3,8,42,0
3,8,43,0
3,8,44,0
3,8,45,0
3,8,46,0
3,8,47,0
3,8,48,0
3,9,1,0
3,9,2,0
3,9,3,0
3,9,4,0
3,9,5,0
3,9,6,0
3,9,7,0
3,9,8,0
3,9,9,0
3,9,10,0
3,9,11,0
3,9,12,0
3,9,13,0
3,9,14,0
3,9,15,0
3,9,16,0
3,9,17,0
3,9,18,0
3,9,19,0.002433404
3,9,20,0.006395059
3,9,21,0.006715012
3,9,22,0.004840108
3,9,23,0.035397932
3,9,24,0.054263637
3,9,25,0.056427725
3,9,26,0.024490364
3,9,27,0.03526054
3,9,28,0.03116008
3,9,29,0.024222522
3,9,30,0.019980481
3,9,31,0.014615383
3,9,32,0.005318809
3,9,33,0.00487816
3,9,34,0.004319161
3,9,35,0.003569663
3,9,36,0
3,9,37,0.002100085
3,9,38,0.000113517
3,9,39,0.002226514
3,9,40,0.001223219
3,9,41,0
3,9,42,0
3,9,43,0
3,9,44,0
3,9,45,0
3,9,46,0
3,9,47,0
3,9,48,0
3,10,1,0
3,10,2,0
3,10,3,0
3,10,4,0
3,10,5,0
3,10,6,0
3,10,7,0
3,10,8,0
3,10,9,0
3,10,10,0
3,10,11,0
3,10,12,0
3,10,13,0
3,10,14,0
3,10,15,0
3,10,16,0.000301029
3,10,17,0.000489642
3,10,18,0
3,10,19,0.003552432
3,10,20,0.004680977
3,10,21,0.00360414
3,10,22,0.00454435
3,10,23,0.091107235
3,10,24,0.087125566
3,10,25,0.028205956
3,10,26,0.024142572
3,10,27,0.024343482
3,10,28,0.009745826
3,10,29,0.012033371
3,10,30,0.018893755
3,10,31,0.005287516
3,10,32,0.009903463
3,10,33,0.011561131
3,10,34,0.001949398
3,10,35,0.000855449
3,10,36,0.00160333
3,10,37,0
3,10,38,0
3,10,39,0
3,10,40,0.001034089
3,10,41,0
3,10,42,0
3,10,43,0
3,10,44,0
3,10,45,0
3,10,46,0
3,10,47,0
3,10,48,0
3,11,1,0
3,11,2,0
3,11,3,0
3,11,4,0
3,11,5,0
3,11,6,0
3,11,7,0
3,11,8,0
3,11,9,0
3,11,10,0
3,11,11,0
3,11,12,0
3,11,13,0
3,11,14,0
3,11,15,0
3,11,16,0
3,11,17,0
3,11,18,0.001989704
3,11,19,0
3,11,20,0
3,11,21,0
3,11,22,0.00208749
3,11,23,0.000515485
3,11,24,0.017522518
3,11,25,0.000931391
3,11,26,0.002210435
3,11,27,0.001327663
3,11,28,0.001392985
3,11,29,0.000703721
3,11,30,0.000266485
3,11,31,0
3,11,32,0
3,11,33,0.000437291
3,11,34,0
3,11,35,0
3,11,36,0
3,11,37,0
3,11,38,0
3,11,39,0
3,11,40,0
3,11,41,0
3,11,42,0
3,11,43,0
3,11,44,0
3,11,45,0
3,11,46,0
3,11,47,0
3,11,48,0
3,12,1,0
3,12,2,0
3,12,3,0
3,12,4,0
3,12,5,0
3,12,6,0
3,12,7,0
3,12,8,0
3,12,9,0
3,12,10,0
3,12,11,0
3,12,12,0
3,12,13,0
3,12,14,0
3,12,15,0
3,12,16,0
3,12,17,0
3,12,18,0.000506094
3,12,19,0
3,12,20,0
3,12,21,0
3,12,22,0
3,12,23,0
3,12,24,0
3,12,25,0
3,12,26,0
3,12,27,0
3,12,28,0
3,12,29,0
3,12,30,0
3,12,31,0.000937813
3,12,32,0.000363952
3,12,33,0
3,12,34,0
3,12,35,0
3,12,36,0
3,12,37,0
3,12,38,0
3,12,39,0
3,12,40,0
3,12,41,0
3,12,42,0
3,12,43,0
3,12,44,0
3,12,45,0
3,12,46,0
3,12,47,0
3,12,48,0
3,13,1,0
3,13,2,0
3,13,3,0
3,13,4,0
3,13,5,0
3,13,6,0
3,13,7,0
3,13,8,0
3,13,9,0
3,13,10,0
3,13,11,0
3,13,12,0
3,13,13,0
3,13,14,0
3,13,15,0
3,13,16,0
3,13,17,0
3,13,18,0
3,13,19,0
3,13,20,0.000630687
3,13,21,0
3,13,22,0
3,13,23,0.000879669
3,13,24,0
3,13,25,0
3,13,26,0
3,13,27,0
3,13,28,0
3,13,29,0
3,13,30,0
3,13,31,0.000713038
3,13,32,0.000472549
3,13,33,0
3,13,34,0
3,13,35,0.000753435
3,13,36,0
3,13,37,0
3,13,38,0
3,13,39,0
3,13,40,0
3,13,41,0
3,13,42,0
3,13,43,0
3,13,44,0
3,13,45,0
3,13,46,0
3,13,47,0
3,13,48,0
3,14,1,0
3,14,2,0
3,14,3,0
3,14,4,0
3,14,5,0
3,14,6,0
3,14,7,0
3,14,8,0
3,14,9,0
3,14,10,0
3,14,11,0
3,14,12,0
3,14,13,0
3,14,14,0
3,14,15,0
3,14,16,0
3,14,17,0
3,14,18,0
3,14,19,0
3,14,20,0
3,14,21,0
3,14,22,0
3,14,23,0
3,14,24,0.008367718
3,14,25,0
3,14,26,0
3,14,27,0
3,14,28,0
3,14,29,0
3,14,30,0.00188841
3,14,31,0
3,14,32,0
3,14,33,0
3,14,34,0
3,14,35,0
3,14,36,0
3,14,37,0
3,14,38,0
3,14,39,0
3,14,40,0
3,14,41,0
3,14,42,0
3,14,43,0
3,14,44,0
3,14,45,0
3,14,46,0
3,14,47,0
3,14,48,0
3,15,1,0
3,15,2,0
3,15,3,0
3,15,4,0
3,15,5,0
3,15,6,0
3,15,7,0
3,15,8,0
3,15,9,0
3,15,10,0
3,15,11,0
3,15,12,0
3,15,13,0
3,15,14,0
3,15,15,0
3,15,16,0
3,15,17,0
3,15,18,0
3,15,19,0
3,15,20,0
3,15,21,0
3,15,22,0
3,15,23,0
3,15,24,0
3,15,25,0
3,15,26,0
3,15,27,0
3,15,28,0
3,15,29,0
3,15,30,0
3,15,31,0
3,15,32,0
3,15,33,0
3,15,34,0
3,15,35,0
3,15,36,0
3,15,37,0
3,15,38,0
3,15,39,0
3,15,40,0
3,15,41,0
3,15,42,0
3,15,43,0
3,15,44,0
3,15,45,0
3,15,46,0
3,15,47,0
3,15,48,0
3,16,1,0
3,16,2,0
3,16,3,0
3,16,4,0
3,16,5,0
3,16,6,0
3,16,7,0
3,16,8,0
3,16,9,0
3,16,10,0
3,16,11,0
3,16,12,0
3,16,13,0
3,16,14,0
3,16,15,0
3,16,16,0
3,16,17,0
3,16,18,0
3,16,19,0
3,16,20,0
3,16,21,0
3,16,22,0
3,16,23,0
3,16,24,0
3,16,25,0
3,16,26,0
3,16,27,0
3,16,28,0
3,16,29,0.000223233
3,16,30,0
3,16,31,0
3,16,32,0.000953668
3,16,33,0
3,16,34,0
3,16,35,0
3,16,36,0
3,16,37,0
3,16,38,0
3,16,39,0
3,16,40,0
3,16,41,0
3,16,42,0
3,16,43,0
3,16,44,0
3,16,45,0
3,16,46,0
3,16,47,0
3,16,48,0
3,17,1,0
3,17,2,0
3,17,3,0
3,17,4,0
3,17,5,0
3,17,6,0
3,17,7,0
3,17,8,0
3,17,9,0
3,17,10,0
3,17,11,0
3,17,12,0
3,17,13,0
3,17,14,0
3,17,15,0
3,17,16,0
3,17,17,0
3,17,18,0
3,17,19,0
3,17,20,0
3,17,21,0
3,17,22,0
3,17,23,0
3,17,24,0
3,17,25,0
3,17,26,0
3,17,27,0
3,17,28,0
3,17,29,0
3,17,30,0
3,17,31,0
3,17,32,0
3,17,33,0
3,17,34,0
3,17,35,0
3,17,36,0
3,17,37,0
3,17,38,0
3,17,39,0
3,17,40,0
3,17,41,0
3,17,42,0
3,17,43,0
3,17,44,0
3,17,45,0
3,17,46,0
3,17,47,0
3,17,48,0
3,18,1,0
3,18,2,0
3,18,3,0
3,18,4,0
3,18,5,0
3,18,6,0
3,18,7,0
3,18,8,0
3,18,9,0
3,18,10,0
3,18,11,0
3,18,12,0
3,18,13,0
3,18,14,0
3,18,15,0
3,18,16,0
3,18,17,0
3,18,18,0
3,18,19,0
3,18,20,0
3,18,21,0
3,18,22,0
3,18,23,0
3,18,24,0
3,18,25,0
3,18,26,0
3,18,27,0
3,18,28,0
3,18,29,0
3,18,30,0
3,18,31,0
3,18,32,0
3,18,33,0
3,18,34,0
3,18,35,0
3,18,36,0
3,18,37,0
3,18,38,0
3,18,39,0
3,18,40,0
3,18,41,0
3,18,42,0
3,18,43,0
3,18,44,0
3,18,45,0
3,18,46,0
3,18,47,0
3,18,48,0
3,19,1,0
3,19,2,0
3,19,3,0
3,19,4,0
3,19,5,0
3,19,6,0
3,19,7,0
3,19,8,0
3,19,9,0
3,19,10,0
3,19,11,0
3,19,12,0
3,19,13,0
3,19,14,0
3,19,15,0
3,19,16,0
3,19,17,0
3,19,18,0
3,19,19,0
3,19,20,0
3,19,21,0
3,19,22,0
3,19,23,0
3,19,24,0
3,19,25,0
3,19,26,0
3,19,27,0
3,19,28,0
3,19,29,0
3,19,30,0
3,19,31,0
3,19,32,0
3,19,33,0
3,19,34,0
3,19,35,0
3,19,36,0
3,19,37,0
3,19,38,0
3,19,39,0
3,19,40,0
3,19,41,0
3,19,42,0
3,19,43,0
3,19,44,0
3,19,45,0
3,19,46,0
3,19,47,0
3,19,48,0
3,20,1,0
3,20,2,0
3,20,3,0
3,20,4,0
3,20,5,0
3,20,6,0
3,20,7,0
3,20,8,0
3,20,9,0
3,20,10,0
3,20,11,0
3,20,12,0
3,20,13,0
3,20,14,0
3,20,15,0
3,20,16,0
3,20,17,0
3,20,18,0
3,20,19,0
3,20,20,0
3,20,21,0
3,20,22,0
3,20,23,0
3,20,24,0
3,20,25,0
3,20,26,0
3,20,27,0
3,20,28,0
3,20,29,0
3,20,30,0
3,20,31,0
3,20,32,0
3,20,33,0
3,20,34,0
3,20,35,0
3,20,36,0
3,20,37,0
3,20,38,0
3,20,39,0
3,20,40,0
3,20,41,0
3,20,42,0
3,20,43,0
3,20,44,0
3,20,45,0
3,20,46,0
3,20,47,0
3,20,48,0
3,21,1,0
3,21,2,0
3,21,3,0
3,21,4,0
3,21,5,0
3,21,6,0
3,21,7,0
3,21,8,0
3,21,9,0
3,21,10,0
3,21,11,0
3,21,12,0
3,21,13,0
3,21,14,0
3,21,15,0
3,21,16,0
3,21,17,0
3,21,18,0
3,21,19,0
3,21,20,0
3,21,21,0
3,21,22,0
3,21,23,0
3,21,24,0
3,21,25,0
3,21,26,0
3,21,27,0
3,21,28,0
3,21,29,0
3,21,30,0
3,21,31,0
3,21,32,0
3,21,33,0
3,21,34,0
3,21,35,0
3,21,36,0
3,21,37,0
3,21,38,0
3,21,39,0
3,21,40,0
3,21,41,0
3,21,42,0
3,21,43,0
3,21,44,0
3,21,45,0
3,21,46,0
3,21,47,0
3,21,48,0
3,22,1,0
3,22,2,0
3,22,3,0
3,22,4,0
3,22,5,0
3,22,6,0
3,22,7,0
3,22,8,0
3,22,9,0
3,22,10,0
3,22,11,0
3,22,12,0
3,22,13,0
3,22,14,0
3,22,15,0
3,22,16,0
3,22,17,0
3,22,18,0
3,22,19,0
3,22,20,0
3,22,21,0
3,22,22,0
3,22,23,0
3,22,24,0
3,22,25,0
3,22,26,0
3,22,27,0
3,22,28,0
3,22,29,0
3,22,30,0
3,22,31,0
3,22,32,0.000519227
3,22,33,0
3,22,34,0
3,22,35,0
3,22,36,0
3,22,37,0
3,22,38,0
3,22,39,0
3,22,40,0
3,22,41,0
3,22,42,0
3,22,43,0
3,22,44,0
3,22,45,0
3,22,46,0
3,22,47,0
3,22,48,0
3,23,1,0
3,23,2,0
3,23,3,0
3,23,4,0
3,23,5,0
3,23,6,0
3,23,7,0
3,23,8,0
3,23,9,0
3,23,10,0
3,23,11,0
3,23,12,0
3,23,13,0
3,23,14,0
3,23,15,0
3,23,16,0
3,23,17,0
3,23,18,0
3,23,19,0
3,23,20,0
3,23,21,0
3,23,22,0
3,23,23,0
3,23,24,0
3,23,25,0
3,23,26,0
3,23,27,0
3,23,28,0
3,23,29,0
3,23,30,0
3,23,31,0
3,23,32,0
3,23,33,0
3,23,34,0
3,23,35,0
3,23,36,0
3,23,37,0
3,23,38,0
3,23,39,0
3,23,40,0
3,23,41,0
3,23,42,0
3,23,43,0
3,23,44,0
3,23,45,0
3,23,46,0
3,23,47,0
3,23,48,0
3,24,1,0
3,24,2,0
3,24,3,0
3,24,4,0
3,24,5,0
3,24,6,0
3,24,7,0
3,24,8,0
3,24,9,0
3,24,10,0
3,24,11,0
3,24,12,0
3,24,13,0
3,24,14,0
3,24,15,0
3,24,16,0
3,24,17,0
3,24,18,0
3,24,19,0
3,24,20,0
3,24,21,0
3,24,22,0
3,24,23,0
3,24,24,0
3,24,25,0
3,24,26,0
3,24,27,0
3,24,28,0
3,24,29,0
3,24,30,0.000506094
3,24,31,0
3,24,32,0
3,24,33,0
3,24,34,0
3,24,35,0
3,24,36,0
3,24,37,0
3,24,38,0
3,24,39,0
3,24,40,0
3,24,41,0
3,24,42,0
3,24,43,0
3,24,44,0
3,24,45,0
3,24,46,0
3,24,47,0
3,24,48,0
3,25,1,0
3,25,2,0
3,25,3,0
3,25,4,0
3,25,5,0
3,25,6,0
3,25,7,0
3,25,8,0
3,25,9,0
3,25,10,0
3,25,11,0
3,25,12,0
3,25,13,0
3,25,14,0
3,25,15,0
3,25,16,0
3,25,17,0
3,25,18,0
3,25,19,0
3,25,20,0
3,25,21,0
3,25,22,0
3,25,23,0
3,25,24,0
3,25,25,0.000466975
3,25,26,0
3,25,27,0
3,25,28,0
3,25,29,0
3,25,30,0
3,25,31,0
3,25,32,0
3,25,33,0
3,25,34,0
3,25,35,0
3,25,36,0
3,25,37,0
3,25,38,0
3,25,39,0
3,25,40,0
3,25,41,0
3,25,42,0
3,25,43,0
3,25,44,0
3,25,45,0
3,25,46,0
3,25,47,0
3,25,48,0
3,26,1,0
3,26,2,0
3,26,3,0
3,26,4,0
3,26,5,0
3,26,6,0
3,26,7,0
3,26,8,0
3,26,9,0
3,26,10,0
3,26,11,0
3,26,12,0
3,26,13,0
3,26,14,0
3,26,15,0
3,26,16,0
3,26,17,0
3,26,18,0
3,26,19,0
3,26,20,0
3,26,21,0
3,26,22,0
3,26,23,0
3,26,24,0
3,26,25,0
3,26,26,0
3,26,27,0.001767161
3,26,28,0
3,26,29,0
3,26,30,0
3,26,31,0
3,26,32,0.001021253
3,26,33,0.000479388
3,26,34,0
3,26,35,0
3,26,36,0
3,26,37,0
3,26,38,0
3,26,39,0
3,26,40,0
3,26,41,0.001077239
3,26,42,0
3,26,43,0
3,26,44,0
3,26,45,0
3,26,46,0
3,26,47,0
3,26,48,0
3,27,1,0
3,27,2,0
3,27,3,0
3,27,4,0
3,27,5,0
3,27,6,0
3,27,7,0
3,27,8,0
3,27,9,0
3,27,10,0
3,27,11,0
3,27,12,0
3,27,13,0
3,27,14,0
3,27,15,0
3,27,16,0
3,27,17,0
3,27,18,0
3,27,19,0
3,27,20,0
3,27,21,0
3,27,22,0
3,27,23,0
3,27,24,0
3,27,25,0
3,27,26,0
3,27,27,0
3,27,28,0
3,27,29,0
3,27,30,0
3,27,31,0
3,27,32,0
3,27,33,0
3,27,34,0
3,27,35,0
3,27,36,0
3,27,37,0
3,27,38,0
3,27,39,0
3,27,40,0
3,27,41,0
3,27,42,0
3,27,43,0
3,27,44,0
3,27,45,0
3,27,46,0
3,27,47,0
3,27,48,0
3,28,1,0
3,28,2,0
3,28,3,0
3,28,4,0
3,28,5,0
3,28,6,0
3,28,7,0
3,28,8,0
3,28,9,0
3,28,10,0
3,28,11,0
3,28,12,0
3,28,13,0
3,28,14,0
3,28,15,0
3,28,16,0
3,28,17,0
3,28,18,0
3,28,19,0
3,28,20,0
3,28,21,0
3,28,22,0
3,28,23,0
3,28,24,0
3,28,25,0
3,28,26,0
3,28,27,0
3,28,28,0
3,28,29,0
3,28,30,0.000748979
3,28,31,0
3,28,32,0
3,28,33,0.00099197
3,28,34,0
3,28,35,0
3,28,36,0
3,28,37,0
3,28,38,0
3,28,39,0
3,28,40,0
3,28,41,0
3,28,42,0
3,28,43,0
3,28,44,0
3,28,45,0
3,28,46,0
3,28,47,0
3,28,48,0
3,29,1,0
3,29,2,0
3,29,3,0
3,29,4,0
3,29,5,0
3,29,6,0
3,29,7,0
3,29,8,0
3,29,9,0
3,29,10,0
3,29,11,0
3,29,12,0
3,29,13,0
3,29,14,0
3,29,15,0
3,29,16,0
3,29,17,0
3,29,18,0
3,29,19,0
3,29,20,0
3,29,21,0
3,29,22,0
3,29,23,0
3,29,24,0
3,29,25,0
3,29,26,0
3,29,27,0
3,29,28,0
3,29,29,0
3,29,30,0
3,29,31,0
3,29,32,0
3,29,33,0.000578017
3,29,34,0
3,29,35,0.00111837
3,29,36,0
3,29,37,0
3,29,38,0
3,29,39,0
3,29,40,0
3,29,41,0
3,29,42,0
3,29,43,0
3,29,44,0
3,29,45,0
3,29,46,0
3,29,47,0
3,29,48,0
3,30,1,0
3,30,2,0
3,30,3,0
3,30,4,0
3,30,5,0
3,30,6,0
3,30,7,0
3,30,8,0
3,30,9,0
3,30,10,0
3,30,11,0
3,30,12,0
3,30,13,0
3,30,14,0
3,30,15,0
3,30,16,0
3,30,17,0
3,30,18,0
3,30,19,0
3,30,20,0
3,30,21,0
3,30,22,0
3,30,23,0
3,30,24,0
3,30,25,0
3,30,26,0
3,30,27,0
3,30,28,0
3,30,29,0
3,30,30,0
3,30,31,0
3,30,32,0
3,30,33,0
3,30,34,0.000691456
3,30,35,0
3,30,36,0.001049135
3,30,37,0
3,30,38,0
3,30,39,0
3,30,40,0
3,30,41,0
3,30,42,0
3,30,43,0
3,30,44,0
3,30,45,0
3,30,46,0
3,30,47,0
3,30,48,0
3,31,1,0
3,31,2,0
3,31,3,0
3,31,4,0
3,31,5,0
3,31,6,0
3,31,7,0
3,31,8,0
3,31,9,0
3,31,10,0
3,31,11,0
3,31,12,0
3,31,13,0
3,31,14,0
3,31,15,0
3,31,16,0
3,31,17,0
3,31,18,0
3,31,19,0
3,31,20,0
3,31,21,0
3,31,22,0
3,31,23,0
3,31,24,0
3,31,25,0
3,31,26,0
3,31,27,0
3,31,28,0
3,31,29,0
3,31,30,0
3,31,31,0
3,31,32,0
3,31,33,0
3,31,34,0
3,31,35,0
3,31,36,0
3,31,37,0
3,31,38,0
3,31,39,0
3,31,40,0
3,31,41,0
3,31,42,0
3,31,43,0
3,31,44,0
3,31,45,0
3,31,46,0
3,31,47,0
3,31,48,0
3,32,1,0
3,32,2,0
3,32,3,0
3,32,4,0
3,32,5,0
3,32,6,0
3,32,7,0
3,32,8,0
3,32,9,0
3,32,10,0
3,32,11,0
3,32,12,0
3,32,13,0
3,32,14,0
3,32,15,0
3,32,16,0
3,32,17,0
3,32,18,0
3,32,19,0
3,32,20,0
3,32,21,0
3,32,22,0
3,32,23,0
3,32,24,0
3,32,25,0
3,32,26,0
3,32,27,0
3,32,28,0
3,32,29,0
3,32,30,0
3,32,31,0
3,32,32,0
3,32,33,0
3,32,34,0
3,32,35,0
3,32,36,0
3,32,37,0
3,32,38,0
3,32,39,0
3,32,40,0
3,32,41,0
3,32,42,0
3,32,43,0
3,32,44,0
3,32,45,0
3,32,46,0
3,32,47,0
3,32,48,0
3,33,1,0
3,33,2,0
3,33,3,0
3,33,4,0
3,33,5,0
3,33,6,0
3,33,7,0
3,33,8,0
3,33,9,0
3,33,10,0
3,33,11,0
3,33,12,0
3,33,13,0
3,33,14,0
3,33,15,0
3,33,16,0
3,33,17,0
3,33,18,0
3,33,19,0
3,33,20,0
3,33,21,0
3,33,22,0
3,33,23,0
3,33,24,0
3,33,25,0
3,33,26,0
3,33,27,0
3,33,28,0
3,33,29,0
3,33,30,0
3,33,31,0
3,33,32,0
3,33,33,0
3,33,34,0
3,33,35,0
3,33,36,0
3,33,37,0
3,33,38,0
3,33,39,0
3,33,40,0
3,33,41,0
3,33,42,0
3,33,43,0
3,33,44,0
3,33,45,0
3,33,46,0
3,33,47,0
3,33,48,0
3,34,1,0
3,34,2,0
3,34,3,0
3,34,4,0
3,34,5,0
3,34,6,0
3,34,7,0
3,34,8,0
3,34,9,0
3,34,10,0
3,34,11,0
3,34,12,0
3,34,13,0
3,34,14,0
3,34,15,0
3,34,16,0
3,34,17,0
3,34,18,0
3,34,19,0
3,34,20,0
3,34,21,0
3,34,22,0
3,34,23,0
3,34,24,0
3,34,25,0
3,34,26,0
3,34,27,0
3,34,28,0
3,34,29,0
3,34,30,0
3,34,31,0
3,34,32,0
3,34,33,0
3,34,34,0
3,34,35,0
3,34,36,0
3,34,37,0
3,34,38,0
3,34,39,0
3,34,40,0
3,34,41,0
3,34,42,0
3,34,43,0
3,34,44,0
3,34,45,0
3,34,46,0
3,34,47,0
3,34,48,0
3,35,1,0
3,35,2,0
3,35,3,0
3,35,4,0
3,35,5,0
3,35,6,0
3,35,7,0
3,35,8,0
3,35,9,0
3,35,10,0
3,35,11,0
3,35,12,0
3,35,13,0
3,35,14,0
3,35,15,0
3,35,16,0
3,35,17,0
3,35,18,0
3,35,19,0
3,35,20,0
3,35,21,0
3,35,22,0
3,35,23,0
3,35,24,0
3,35,25,0
3,35,26,0
3,35,27,0
3,35,28,0
3,35,29,0
3,35,30,0
3,35,31,0
3,35,32,0
3,35,33,0
3,35,34,0
3,35,35,0
3,35,36,0
3,35,37,0
3,35,38,0
3,35,39,0
3,35,40,0
3,35,41,0
3,35,42,0
3,35,43,0
3,35,44,0
3,35,45,0
3,35,46,0
3,35,47,0
3,35,48,0
3,36,1,0
3,36,2,0
3,36,3,0
3,36,4,0
3,36,5,0
3,36,6,0
3,36,7,0
3,36,8,0
3,36,9,0
3,36,10,0
3,36,11,0
3,36,12,0
3,36,13,0
3,36,14,0
3,36,15,0
3,36,16,0
3,36,17,0
3,36,18,0
3,36,19,0
3,36,20,0
3,36,21,0
3,36,22,0
3,36,23,0
3,36,24,0
3,36,25,0
3,36,26,0
3,36,27,0
3,36,28,0
3,36,29,0
3,36,30,0
3,36,31,0
3,36,32,0
3,36,33,0
3,36,34,0
3,36,35,0
3,36,36,0
3,36,37,0.001168654
3,36,38,0
3,36,39,0
3,36,40,0
3,36,41,0
3,36,42,0
3,36,43,0
3,36,44,0
3,36,45,0
3,36,46,0
3,36,47,0
3,36,48,0
3,37,1,0
3,37,2,0
3,37,3,0
3,37,4,0
3,37,5,0
3,37,6,0
3,37,7,0
3,37,8,0
3,37,9,0
3,37,10,0
3,37,11,0
3,37,12,0
3,37,13,0
3,37,14,0
3,37,15,0
3,37,16,0
3,37,17,0
3,37,18,0
3,37,19,0
3,37,20,0
3,37,21,0
3,37,22,0
3,37,23,0
3,37,24,0
3,37,25,0
3,37,26,0
3,37,27,0
3,37,28,0
3,37,29,0
3,37,30,0
3,37,31,0
3,37,32,0
3,37,33,0
3,37,34,0
3,37,35,0
3,37,36,0
3,37,37,0
3,37,38,0
3,37,39,0
3,37,40,0
3,37,41,0
3,37,42,0
3,37,43,0
3,37,44,0
3,37,45,0
3,37,46,0
3,37,47,0
3,37,48,0
3,38,1,0
3,38,2,0
3,38,3,0
3,38,4,0
3,38,5,0
3,38,6,0
3,38,7,0
3,38,8,0
3,38,9,0
3,38,10,0
3,38,11,0
3,38,12,0
3,38,13,0
3,38,14,0
3,38,15,0
3,38,16,0
3,38,17,0
3,38,18,0
3,38,19,0
3,38,20,0
3,38,21,0
3,38,22,0
3,38,23,0
3,38,24,0
3,38,25,0
3,38,26,0
3,38,27,0
3,38,28,0
3,38,29,0
3,38,30,0
3,38,31,0
3,38,32,0
3,38,33,0
3,38,34,0
3,38,35,0
3,38,36,0
3,38,37,0
3,38,38,0
3,38,39,0
3,38,40,0
3,38,41,0
3,38,42,0
3,38,43,0
3,38,44,0
3,38,45,0
3,38,46,0
3,38,47,0
3,38,48,0
3,39,1,0
3,39,2,0
3,39,3,0
3,39,4,0
3,39,5,0
3,39,6,0
3,39,7,0
3,39,8,0
3,39,9,0
3,39,10,0
3,39,11,0
3,39,12,0
3,39,13,0
3,39,14,0
3,39,15,0
3,39,16,0
3,39,17,0
3,39,18,0
3,39,19,0
3,39,20,0
3,39,21,0
3,39,22,0
3,39,23,0
3,39,24,0
3,39,25,0
3,39,26,0
3,39,27,0
3,39,28,0
3,39,29,0
3,39,30,0
3,39,31,0
3,39,32,0
3,39,33,0
3,39,34,0
3,39,35,0
3,39,36,0
3,39,37,0
3,39,38,0
3,39,39,0
3,39,40,0
3,39,41,0
3,39,42,0
3,39,43,0
3,39,44,0
3,39,45,0
3,39,46,0
3,39,47,0
3,39,48,0
3,40,1,0
3,40,2,0
3,40,3,0
3,40,4,0
3,40,5,0
3,40,6,0
3,40,7,0
3,40,8,0
3,40,9,0
3,40,10,0
3,40,11,0
3,40,12,0
3,40,13,0
3,40,14,0
3,40,15,0
3,40,16,0
3,40,17,0
3,40,18,0
3,40,19,0
3,40,20,0
3,40,21,0
3,40,22,0
3,40,23,0
3,40,24,0
3,40,25,0
3,40,26,0
3,40,27,0
3,40,28,0
3,40,29,0
3,40,30,0
3,40,31,0
3,40,32,0
3,40,33,0
3,40,34,0
3,40,35,0
3,40,36,0
3,40,37,0
3,40,38,0
3,40,39,0
3,40,40,0
3,40,41,0
3,40,42,0
3,40,43,0
3,40,44,0
3,40,45,0
3,40,46,0
3,40,47,0
3,40,48,0
3,41,1,0
3,41,2,0
3,41,3,0
3,41,4,0
3,41,5,0
3,41,6,0
3,41,7,0
3,41,8,0
3,41,9,0
3,41,10,0
3,41,11,0
3,41,12,0
3,41,13,0
3,41,14,0
3,41,15,0
3,41,16,0
