Table     9.01
 
***** AVG WEEKDAY STATION UTILIZATION (All Transit/All car HH) ************
Comparison of Station Boardings by Scenario for       3895 Stations
All Purposes All Transit  All car HH
                                                         Y2017 EXISTING                                     Y2017 NO-BUILD                                     Y2017 BUILD                             
                                               ================================================= ================================================= =================================================
Stop_id1                  Station Name            WLK       KNR       PNR       XFR       ALL       WLK       KNR       PNR       XFR       ALL       WLK       KNR       PNR       XFR       ALL   
463                       FARRINGTON HWY + LEO        23         0         0         0        23        23         0         0         0        23        23         0         0         0        23
1360                      PAIWA ST + WAIPAHU S        41         0         0         0        41        41         0         0         0        41        41         0         0         0        41
1347                      HENE ST + HONOWAI ST       208         0         0         0       208       208         0         0         0       208       208         0         0         0       208
1694                      KAMEHAMEHA HWY + LUM        42         2         0         2        47        42         2         0         2        47        42         2         0         2        47
4496                      PUKO ST + PAIWA ST          98        11         0       138       247        98        11         0       138       247        98        11         0       138       247
1349                      HONOWAI ST + HOAEAE          7         0         0         0         7         7         0         0         0         7         7         0         0         0         7
1352                      WAIPAHU ST + WAIKELE         9         0         0         0         9         9         0         0         0         9         9         0         0         0         9
1351                      WAIPAHU ST + PUPUKAH       194         0         0         0       194       194         0         0         0       194       194         0         0         0       194
1326                      MAHOE ST + HIAPO ST         60         0         0         0        60        60         0         0         0        60        60         0         0         0        60
460                       FARRINGTON HWY + ANI        46         0         0         6        52        46         0         0         6        52        46         0         0         6        52
1104                      LEEWARD COMMUNITY CO        28         0         0         0        28        28         0         0         0        28        28         0         0         0        28
1105                      KUPUNA LP + KUPUOHI          3         0         0         0         3         3         0         0         0         3         3         0         0         0         3
1364                      WAIPAHU ST + PEKE LN         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
1373                      PAIWA ST + KAHUAMOKU        93         2         0         9       104        93         2         0         9       104        93         2         0         9       104
1107                      KUPUNA LP + PALAI ST        76         0         0         0        77        76         0         0         0        77        76         0         0         0        77
1324                      WAIPAHU ST + OPP PEK         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
1693                      KAMEHAMEHA HWY + OPP       131         2         0         0       133       131         2         0         0       133       131         2         0         0       133
1350                      WAIPAHU ST + LEOWAHI         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
671                       FARRINGTON HWY + PUP        73         0         0         5        78        73         0         0         5        78        73         0         0         5        78
1363                      HIAPO ST + MAHOE ST        122         1         0         0       123       122         1         0         0       123       122         1         0         0       123
1368                      KAHUANUI ST + WAIPAH        46         0         0         0        46        46         0         0         0        46        46         0         0         0        46
461                       FARRINGTON HWY + PUP        56         1         0         5        62        56         1         0         5        62        56         1         0         5        62
1329                      MAHOE ST + HAPANUI P         4         0         0         0         4         4         0         0         0         4         4         0         0         0         4
1320                      KAHUANUI ST + WAIPAH        14         0         0         0        14        14         0         0         0        14        14         0         0         0        14
1106                      KUPUNA LP + HAMAU ST         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
1049                      WAIPAHU DEPOT RD + F        17         0         0         3        20        17         0         0         3        20        17         0         0         3        20
1390                      KAMEHAMEHA HWY + LUM        33         0         0        38        71        33         0         0        38        71        33         0         0        38        71
1063                      WAIPAHU DEPOT RD + H       121         2         0         1       123       121         2         0         1       123       121         2         0         1       123
1048                      HIKIMOE ST + KAHUAIL        23         1         0       122       147        23         1         0       122       147        23         1         0       122       147
1396                      LUMIAINA ST + WAIKEL         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
1316                      PAIWA ST + KAHUAMOKU        34         0         0        49        84        34         0         0        49        84        34         0         0        49        84
677                       FARRINGTON HWY + OPP       128         0         0        11       139       128         0         0        11       139       128         0         0        11       139
1110                      KUPUNA LP + KUPUOHI          3         0         0         0         3         3         0         0         0         3         3         0         0         0         3
672                       FARRINGTON HWY + OPP        94         0         0         0        94        94         0         0         0        94        94         0         0         0        94
679                       FARRINGTON HWY + WAI       607         0         0        49       657       607         0         0        49       657       607         0         0        49       657
455                       FARRINGTON HWY + PAI        80         0         0         6        85        80         0         0         6        85        80         0         0         6        85
1021                      FARRINGTON HWY + MOK        21         0         0        43        64        21         0         0        43        64        21         0         0        43        64
1327                      PAIWA ST + HIAPO ST        322         2         0       311       636       322         2         0       311       636       322         2         0       311       636
1024                      FARRINGTON HWY + OPP        83         1         0       179       263        83         1         0       179       263        83         1         0       179       263
669                       FARRINGTON HWY + OPP       625         2         0        51       678       625         2         0        51       678       625         2         0        51       678
462                       FARRINGTON HWY + PUP       260         2         0        26       288       260         2         0        26       288       260         2         0        26       288
678                       FARRINGTON HWY + WAI       742        15         0       350      1108       742        15         0       350      1108       742        15         0       350      1108
1362                      PAIWA ST + HIAPO ST        764        56         0       386      1206       764        56         0       386      1206       764        56         0       386      1206
493                       FARRINGTON HWY + OPP       357         0         0        39       396       357         0         0        39       396       357         0         0        39       396
454                       FARRINGTON HWY + KAH       363         1         0       152       515       363         1         0       152       515       363         1         0       152       515
670                       FARRINGTON HWY + PUP      1018         0         0         1      1020      1018         0         0         1      1020      1018         0         0         1      1020
4420                      WAIPAHU TRANSIT CENT       421        11         0       233       665       421        11         0       233       665       421        11         0       233       665
4421                      WAIPAHU TRANSIT CENT       764        59         0       641      1464       764        59         0       641      1464       764        59         0       641      1464
1344                      WAIPAHU ST + OPP HEN         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
1346                      WAIPAHU ST + KUNIA R         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3379                      LEOLUA ST + LEOKU ST       157         0         0         0       158       157         0         0         0       158       157         0         0         0       158
1345                      LEOLUA ST + LEOKU ST        53         0         0         0        53        53         0         0         0        53        53         0         0         0        53
1384                      LEOKU ST + OPP LEOLU        49         0         0         0        50        49         0         0         0        50        49         0         0         0        50
464                       FARRINGTON HWY + LEO       354         1         0       155       510       354         1         0       155       510       354         1         0       155       510
1017                      LEOKU ST + FARRINGTO       206         0         0        17       224       206         0         0        17       224       206         0         0        17       224
2053                      KOMO MAI DR + 2031           0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3382                      UKEE ST + WAIOLINA S         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4367                      WAIPIO UKA ST + OPP          2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
4368                      WAIPIO UKA ST + OPP          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2073                      KOMO MAI DR + 2036           0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4369                      MOANIANI ST + WAIPIO        61         0         0         0        61        61         0         0         0        61        61         0         0         0        61
2055                      KOMO MAI DR + 2163           0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2052                      KOMO MAI DR + AAMANU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2062                      AUHUHU ST + KOMO MAI         2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
1621                      KAMEHAMEHA HWY + OPP         8         2         0         0        10         8         2         0         0        10         8         2         0         0        10
2054                      KOMO MAI DR + AUMAKU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2061                      KOMO MAI DR + AUMAKU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2065                      AUMAKUA ST + ANIUNIU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2070                      AUMAKUA ST + OPP ALA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3381                      UKEE ST + LAUWI PL           0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2068                      AUMAKUA ST + ANAPANA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2057                      KOMO MAI DR + AUPAKA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2058                      KOMO MAI DR + AWAHIW         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2064                      AUMAKUA ST + AUHUHU          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3384                      WAIPIO UKA ST + KULE        50         0         0         0        50        50         0         0         0        50        50         0         0         0        50
4373                      WAIPIO UKA ST + NANI         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2060                      KOMO MAI DR + OPP AK         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2059                      KOMO MAI DR + APOEPO         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4371                      MOANIANI ST + KA UKA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3380                      UKEE ST + OLI LP             0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3386                      WAIPIO UKA ST + AKEU        25         0         0         0        25        25         0         0         0        25        25         0         0         0        25
2067                      AUMAKUA ST + AHAIKI          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2069                      AUMAKUA ST + AMOKEMO         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2056                      KOMO MAI DR + AUHUHU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3385                      WAIPIO UKA ST + MOHA        54         3         0         0        57        54         3         0         0        57        54         3         0         0        57
2066                      AUMAKUA ST + OPP AHA        24         0         0         0        24        24         0         0         0        24        24         0         0         0        24
2074                      KOMO MAI DR + AANIU          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3387                      WAIPIO UKA ST + MEAH        64         0         0         0        64        64         0         0         0        64        64         0         0         0        64
2063                      KOMO MAI DR + OPP AU         0       164         0         0       164         0       164         0         0       164         0       164         0         0       164
1623                      KAMEHAMEHA HWY + LUM        38         0         0        24        62        38         0         0        24        62        38         0         0        24        62
1624                      KAMEHAMEHA HWY + WAI        78         0         0         0        78        78         0         0         0        78        78         0         0         0        78
2072                      AUMAKUA ST + KOMO MA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
2071                      AUMAKUA ST + AMOOMOO         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4372                      KA UKA BL + UKEE ST         25         0         0         0        25        25         0         0         0        25        25         0         0         0        25
4370                      MOANIANI ST + OPP UK        22         0         0         0        22        22         0         0         0        22        22         0         0         0        22
1622                      KAMEHAMEHA HWY + LUM        10         2         0         0        12        10         2         0         0        12        10         2         0         0        12
3383                      WAIPIO UKA ST + MELE         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4365                      WAIPIO UKA ST + LELE         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4366                      WAIPIO UKA ST + LUMI         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4377                      WAIPIO UKA ST + OPP         41         0         0         0        41        41         0         0         0        41        41         0         0         0        41
1626                      KAMEHAMEHA HWY + LAN         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3389                      KIPAPA DR + KANAMEE          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3399                      HOKUAHIAHI ST + KUAH         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3400                      HOKUAHIAHI ST + MEHE         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3402                      MEHEULA PKWY + MAHIN         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3403                      MEHEULA PKWY + LANIK         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3404                      LANIKUHANA AVE + KEA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3405                      LANIKUHANA AVE + OPP         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3422                      KUAHELANI AVE + ALAP         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3423                      LANIKUHANA AVE + OPP         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3424                      KEAOOPUA ST + OPP MA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3425                      LANIKUHANA AVE + KEA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3426                      LANIKUHANA AVE + MAK         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3427                      LANIKUHANA AVE + LAN         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3446                      LANIKUHANA AVE + HOK        11         0         0         0        11        11         0         0         0        11        11         0         0         0        11
4221                      WAINIHI ST + WAIMAKU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4222                      WAIMAKUA DR + OPP WA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4223                      WAIMAKUA DR + OPP WA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4224                      WAIMAKUA DR + WAIEHU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4225                      WAIHONU ST + WAIKALA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4226                      WIKAO ST + OPP KAHEL         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4227                      WIKAO ST + OPP AKAMA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4228                      WIKAO ST + OPP 95-51         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4229                      WIKAO ST + WAIKALANI         1         0         0         0         1         1         0         0         0         1         1         0         0         0         1
4230                      WIKAO ST + LAUNANI C         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4231                      WIKAO ST + OPP 95-52         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4236                      WIKAO ST + OPP WAIKA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4237                      WIKAO ST + 95-510            0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4238                      WIKAO ST + AKAMAINUI         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4239                      WIKAO ST + KAHELU AV         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4240                      WAIKALANI DR + WAIHO         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4241                      WAIMAKUA DR + OPP WA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4242                      WAIMAKUA DR + OPP WA         2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
4243                      WAIMAKUA DR + WAIMAK         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4244                      WAINIHI ST + WAIMAKU         5         0         0         0         5         5         0         0         0         5         5         0         0         0         5
4289                      WIKAO ST + OPP LAUNA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4453                      KUAHELANI AVE + KIPA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4461                      WIKAO ST + 95-781            0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4462                      WIKAO ST + 95-1201          19         0         0         0        19        19         0         0         0        19        19         0         0         0        19
4463                      WIKAO ST + 95-782            0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4464                      WIKAO ST + 95-520            0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4465                      WAIHONU ST + WAIMAKU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4466                      WAIHONU ST + WAIMAKU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4515                      WAIMAKUA DR + WAILAW         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
1691                      KAMEHAMEHA HWY + LAN         2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
3398                      KUAHELANI AVE + MEHE         1         0         0         0         1         1         0         0         0         1         1         0         0         0         1
3431                      LANIKUHANA AVE + KAE        20         0         0         0        20        20         0         0         0        20        20         0         0         0        20
3434                      LANIKUHANA AVE + HOK         0         0         0         7         7         0         0         0         7         7         0         0         0         7         7
3450                      KUAHELANI AVE + ALAA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3451                      KUAHELANI AVE + KALO         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4434                      MAKAIKAI ST + OPP AE         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4455                      KIPAPA DR + OPP KIPA         2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
4556                      AINAMAKUA DR + OPP A         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4557                      AINAMAKUA DR + KONAK         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
1606                      MAKAIKAI ST + AINAMA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
1690                      KAMEHAMEHA HWY + MEH         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3394                      KUAHELANI AVE + OPP          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3415                      HOKUAHIAHI ST + KUAH         8         0         0         0         8         8         0         0         0         8         8         0         0         0         8
3432                      LANIKUHANA AVE + MAK         4         0         0         0         4         4         0         0         0         4         4         0         0         0         4
3441                      KUAHELANI AVE + HOKU         2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
4452                      KUAHELANI AVE + MEHE         0         0         0         2         2         0         0         0         2         2         0         0         0         2         2
4454                      KIPAPA DR + HIILEI P         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4458                      KIPAPA DR + KIPAPA E         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4459                      KIPAPA DR + OPP HIIL         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
1605                      UKUWAI ST + OPP MILI         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3433                      LANIKUHANA AVE + LAN        12         0         0         0        12        12         0         0         0        12        12         0         0         0        12
4220                      KIPAPA DR + MOENAMAN         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4245                      KIPAPA DR + OPP MOEN         1         0         0         0         1         1         0         0         0         1         1         0         0         0         1
4435                      MAKAIKAI ST + MEHEUL         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4444                      MEHEULA PKWY + AHOKE         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4456                      HOLANIALII ST + HOLA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3410                      LANIKUHANA AVE + KAU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4437                      KAAPEHA ST + KUAULI          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4457                      HOLANIALII ST + LANI         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4460                      KIPAPA DR + KUAHELAN         3         0         0         0         3         3         0         0         0         3         3         0         0         0         3
4558                      AINAMAKUA DR + LAUAE         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
1631                      KAMEHAMEHA HWY + OPP        32         0         0         0        32        32         0         0         0        32        32         0         0         0        32
3406                      KAMAIO ST + POLAPOLA         7         0         0         0         7         7         0         0         0         7         7         0         0         0         7
3411                      LANIKUHANA AVE + KEA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3447                      KUAHELANI AVE + ALAP         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3449                      KUAHELANI AVE + KAOP         4         0         0         0         4         4         0         0         0         4         4         0         0         0         4
4566                      MEHEU ST + OPP OHI S         6         0         0         0         6         6         0         0         0         6         6         0         0         0         6
2776                      LEILEHUA GOLF COURSE         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3395                      KUAHELANI AVE + KUPU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3408                      KAMAIO ST + AAAHI ST         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3409                      LANIKUHANA AVE + KAU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3414                      HOKUAHIAHI ST + OPP          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3428                      KUAHELANI AVE + HOKU         7         0         0         0         7         7         0         0         0         7         7         0         0         0         7
4436                      MAKAIKAI ST + OPP KA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4438                      KAAPEHA ST + MEHEULA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4568                      UKUWAI ST + OPP KOOL         0         0         0         1         1         0         0         0         1         1         0         0         0         1         1
3396                      KUAHELANI AVE + HOKU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3420                      KIPAPA DR + WAILOA L         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3437                      LANIKUHANA AVE + MAK        12         0         0         0        12        12         0         0         0        12        12         0         0         0        12
4561                      LEHIWA DR + HALEPAHU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4564                      MEHEULA PKWY + LEHIW         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3429                      KUAHELANI AVE + HOKU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3442                      LANIKUHANA AVE + MAK         6         0         0         0         6         6         0         0         0         6         6         0         0         0         6
4565                      MEHEU ST + HOLOLEA S        54         0         0         0        54        54         0         0         0        54        54         0         0         0        54
3401                      MEHEULA PKWY + OPP K        10         0         0         0        10        10         0         0         0        10        10         0         0         0        10
4562                      HALEPAHU ST + HELEPU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
1608                      MEHEULA PKWY + KUAHE        49         0         0         4        53        49         0         0         4        53        49         0         0         4        53
1630                      KAMEHAMEHA HWY + LEI        27         0         0         5        32        27         0         0         5        32        27         0         0         5        32
2781                      WILIKINA DR + OPP LA        23         0         0         0        23        23         0         0         0        23        23         0         0         0        23
3444                      LANIKUHANA AVE + OPP         7         0         0         0         7         7         0         0         0         7         7         0         0         0         7
3421                      KIPAPA DR + KUAHELAN         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3430                      LANIKUHANA AVE + ANA         4         0         0         0         4         4         0         0         0         4         4         0         0         0         4
3448                      KUAHELANI AVE + OPP          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3440                      KUAHELANI AVE + HOKU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4559                      LEHIWA DR + MILILANI         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4567                      KOOLANI DR + HOOLU S         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3438                      LANIKUHANA AVE + OPP         1         0         0         0         1         1         0         0         0         1         1         0         0         0         1
4219                      KIPAPA DR + MILILANI        23         0         0        17        41        23         0         0        17        41        23         0         0        17        41
4439                      MEHEULA PKWY + LEHIW         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3397                      KUAHELANI AVE + KAHO         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3412                      MEHEULA PKWY + MAHIN         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4246                      KIPAPA DR + MILILANI         3         0         0         0         4         3         0         0         0         4         3         0         0         0         4
4560                      LEHIWA DR + KAIAWE S         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3413                      MEHEULA PKWY + KEAOO         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3443                      LANIKUHANA AVE + MAK         6         0         0         0         6         6         0         0         0         6         6         0         0         0         6
3445                      KEAOOPUA ST + MAHINA        33         0         0         0        33        33         0         0         0        33        33         0         0         0        33
4563                      KAPANOE ST + OPP MEH         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3407                      KAMAIO ST + MEHEULA          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
1627                      KAMEHAMEHA HWY + KUA        21         0         0         0        21        21         0         0         0        21        21         0         0         0        21
4443                      KUAOA ST + MEHEULA P         0         9         0         0         9         0         9         0         0         9         0         9         0         0         9
1616                      MEHEULA PKWY + HIKIK        58         0         0         1        60        58         0         0         1        60        58         0         0         1        60
3435                      LANIKUHANA AVE + OPP        13         1         0         0        15        13         1         0         0        15        13         1         0         0        15
4440                      KUAOA ST + OPP PAALI         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3416                      KUAHELANI AVE + MEHE        15         0         0         0        16        15         0         0         0        16        15         0         0         0        16
